onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0279	3	1	7	1	0.5	1	0	0	1
18.613	3	2	7	1	0.5	1	0	0	0
33.6	3	3	7	1	0.5	1	0	1	0
45.006	3	4	7	1	0.5	1	0	0	0
51.233	3	5	7	1	0.5	1	0	0	0
66.263	3	6	8	1	0.5	-1	0	1	0
84.679	3	7	8	1	0.5	-1	0	0	0
95.505	3	8	8	1	0.5	-1	0	0	1
106.94	3	9	8	1	0.5	-1	0	0	0
112.59	3	10	8	1	0.5	-1	0	0	0
127.62	3	11	6	3	-0.25	1	0	0	1
141.88	3	12	6	3	-0.25	1	0	0	0
152.47	3	13	6	3	-0.25	1	0	1	0
163.53	3	14	6	3	-0.25	1	0	0	0
168.98	3	15	6	3	-0.25	1	0	0	0
184.01	3	16	5	3	-0.25	1	1	0	0
201.1	3	17	5	3	-0.25	1	0	0	0
216.2	3	18	5	3	-0.25	1	0	0	1
227.54	3	19	5	3	-0.25	1	0	0	0
233.22	3	20	5	3	-0.25	1	0	0	0
248.25	3	21	8	2	0	1	0	1	0
264.69	3	22	8	2	0	1	0	0	0
275.82	3	23	8	2	0	1	1	0	0
286.82	3	24	8	2	0	1	0	0	0
292.36	3	25	8	2	0	1	0	0	0
307.39	3	26	7	2	0	1	0	0	1
324.76	3	27	7	2	0	1	0	0	0
339.94	3	28	7	2	0	1	0	1	0
351.25	3	29	7	2	0	1	0	0	0
356.91	3	30	7	2	0	1	0	0	0
371.94	3	31	8	3	-0.25	1	0	1	0
389.4	3	32	8	3	-0.25	1	0	0	0
401.1	3	33	8	3	-0.25	1	1	0	0
412.79	3	34	8	3	-0.25	1	0	0	0
418.32	3	35	8	3	-0.25	1	0	0	0
433.35	3	36	7	3	-0.25	1	0	0	1
450.37	3	37	7	3	-0.25	1	0	0	0
466.59	3	38	7	3	-0.25	1	0	1	0
477.96	3	39	7	3	-0.25	1	0	0	0
484.11	3	40	7	3	-0.25	1	0	0	0
499.14	3	41	5	4	-0.375	1	1	0	0
516.62	3	42	5	4	-0.375	1	0	0	0
531.53	3	43	5	4	-0.375	1	0	0	1
543.23	3	44	5	4	-0.375	1	0	0	0
549.04	3	45	5	4	-0.375	1	0	0	0
564.07	3	46	6	4	-0.375	1	0	0	1
578.11	3	47	6	4	-0.375	1	0	0	0
589.15	3	48	6	4	-0.375	1	0	1	0
600.23	3	49	6	4	-0.375	1	0	0	0
606.41	3	50	6	4	-0.375	1	0	0	0
