onsets	block	event	eventorig	stimnumber	reward	stimface	stimscene	stimobj	stimscrobj	stimmotion
0.080052	5	1	1	130	1	0	1	0	0	0
4.4365	5	2	2	149	-1	0	0	1	0	0
8.2634	5	3	3	146	1	0	0	1	0	0
12.593	5	4	4	142	1	0	0	1	0	0
29.369	5	5	5	102	1	1	0	0	0	0
33.698	5	6	6	110	-1	1	0	0	0	0
40.025	5	7	7	147	1	0	0	1	0	0
43.858	5	8	8	106	1	1	0	0	0	0
49.188	5	9	9	102	1	1	0	0	0	0
63.701	5	10	10	148	-1	0	0	1	0	0
68.033	5	11	11	122	-1	0	1	0	0	0
72.36	5	12	12	128	1	0	1	0	0	0
76.187	5	13	13	105	-1	1	0	0	0	0
82.017	5	14	14	103	1	1	0	0	0	0
85.853	5	15	15	122	-1	0	1	0	0	0
90.185	5	16	16	104	1	1	0	0	0	0
102.41	5	17	17	126	1	0	1	0	0	0
106.74	5	18	18	109	1	1	0	0	0	0
110.57	5	19	19	110	-1	1	0	0	0	0
121.23	5	20	21	145	1	0	0	1	0	0
124.56	5	21	22	121	-1	0	1	0	0	0
128.89	5	22	23	103	1	1	0	0	0	0
142.55	5	23	25	125	1	0	1	0	0	0
146.88	5	24	26	126	1	0	1	0	0	0
150.71	5	25	27	101	-1	1	0	0	0	0
155.04	5	26	28	146	1	0	0	1	0	0
161.37	5	27	29	108	-1	1	0	0	0	0
169.03	5	28	31	150	-1	0	0	1	0	0
172.86	5	29	32	125	1	0	1	0	0	0
183.39	5	30	33	144	1	0	0	1	0	0
195.17	5	31	34	145	1	0	0	1	0	0
201.5	5	32	35	129	1	0	1	0	0	0
206.34	5	33	36	143	-1	0	0	1	0	0
218.34	5	34	37	147	1	0	0	1	0	0
226.49	5	35	39	123	1	0	1	0	0	0
239.85	5	36	40	130	1	0	1	0	0	0
244.18	5	37	41	161	0	0	0	0	1	0
248.01	5	38	42	169	0	0	0	0	1	0
253.34	5	39	43	168	0	0	0	0	1	0
257.66	5	40	44	165	0	0	0	0	1	0
261.49	5	41	45	61	0	0	0	0	0	1
266.81	5	42	46	61	0	0	0	0	0	1
271.14	5	43	47	61	0	0	0	0	0	1
277.43	5	44	48	61	0	0	0	0	0	1
281.73	5	45	49	61	0	0	0	0	0	1
320.74	5	46	50	170	0	0	0	0	1	0
324.57	5	47	51	162	0	0	0	0	1	0
329.9	5	48	52	166	0	0	0	0	1	0
334.22	5	49	53	163	0	0	0	0	1	0
338.05	5	50	54	109	1	1	0	0	0	0
342.38	5	51	55	126	1	0	1	0	0	0
346.21	5	52	56	121	-1	0	1	0	0	0
350.54	5	53	57	101	-1	1	0	0	0	0
356.36	5	54	58	147	1	0	0	1	0	0
362.7	5	55	59	145	1	0	0	1	0	0
372.59	5	56	60	122	-1	0	1	0	0	0
376.41	5	57	61	126	1	0	1	0	0	0
389.08	5	58	62	104	1	1	0	0	0	0
392.41	5	59	63	128	1	0	1	0	0	0
404.3	5	60	64	145	1	0	0	1	0	0
411.46	5	61	66	130	1	0	1	0	0	0
