onsets	block	event	eventorig	stimnumber	reward	stimface	stimscene	stimobj	stimscrobj	stimmotion
0.07761	5	1	1	122	1	0	1	0	0	0
4.4338	5	2	2	149	-1	0	0	1	0	0
8.2604	5	3	3	146	1	0	0	1	0	0
12.59	5	4	4	142	1	0	0	1	0	0
25.255	5	5	5	106	1	1	0	0	0	0
29.583	5	6	6	101	-1	1	0	0	0	0
35.911	5	7	7	147	1	0	0	1	0	0
39.744	5	8	8	104	1	1	0	0	0	0
45.074	5	9	9	106	1	1	0	0	0	0
54.795	5	10	10	148	-1	0	0	1	0	0
59.128	5	11	11	127	-1	0	1	0	0	0
63.455	5	12	12	121	1	0	1	0	0	0
67.282	5	13	13	103	-1	1	0	0	0	0
73.112	5	14	14	108	1	1	0	0	0	0
76.947	5	15	15	127	-1	0	1	0	0	0
81.277	5	16	16	105	1	1	0	0	0	0
90.738	5	17	17	129	1	0	1	0	0	0
95.071	5	18	18	110	-1	1	0	0	0	0
98.898	5	19	19	101	-1	1	0	0	0	0
103.23	5	20	20	141	-1	0	0	1	0	0
120.46	5	21	21	145	1	0	0	1	0	0
123.8	5	22	22	123	-1	0	1	0	0	0
128.13	5	23	23	108	1	1	0	0	0	0
141.89	5	24	25	124	1	0	1	0	0	0
146.22	5	25	26	129	1	0	1	0	0	0
150.04	5	26	27	102	-1	1	0	0	0	0
154.37	5	27	28	146	1	0	0	1	0	0
160.7	5	28	29	107	-1	1	0	0	0	0
168.37	5	29	31	150	-1	0	0	1	0	0
172.19	5	30	32	124	1	0	1	0	0	0
181.02	5	31	33	144	1	0	0	1	0	0
189.28	5	32	34	145	1	0	0	1	0	0
195.62	5	33	35	130	1	0	1	0	0	0
200.45	5	34	36	143	-1	0	0	1	0	0
210.78	5	35	37	147	1	0	0	1	0	0
218.93	5	36	39	125	1	0	1	0	0	0
231.16	5	37	40	122	1	0	1	0	0	0
235.49	5	38	41	161	0	0	0	0	1	0
239.32	5	39	42	169	0	0	0	0	1	0
244.65	5	40	43	168	0	0	0	0	1	0
248.97	5	41	44	165	0	0	0	0	1	0
252.8	5	42	45	61	0	0	0	0	0	1
258.21	5	43	46	61	0	0	0	0	0	1
262.58	5	44	47	61	0	0	0	0	0	1
268.89	5	45	48	61	0	0	0	0	0	1
273.22	5	46	49	61	0	0	0	0	0	1
312.24	5	47	50	170	0	0	0	0	1	0
316.07	5	48	51	162	0	0	0	0	1	0
321.4	5	49	52	166	0	0	0	0	1	0
325.72	5	50	53	163	0	0	0	0	1	0
329.54	5	51	54	110	-1	1	0	0	0	0
333.87	5	52	55	129	1	0	1	0	0	0
337.7	5	53	56	123	-1	0	1	0	0	0
342.03	5	54	57	102	-1	1	0	0	0	0
347.86	5	55	58	147	1	0	0	1	0	0
354.19	5	56	59	145	1	0	0	1	0	0
362.14	5	57	60	127	-1	0	1	0	0	0
365.97	5	58	61	129	1	0	1	0	0	0
375.57	5	59	62	105	1	1	0	0	0	0
378.9	5	60	63	121	1	0	1	0	0	0
390.14	5	61	64	145	1	0	0	1	0	0
393.47	5	62	65	141	-1	0	0	1	0	0
397.3	5	63	66	122	1	0	1	0	0	0
401.63	5	64	67	142	1	0	0	1	0	0
407.96	5	65	68	124	1	0	1	0	0	0
412.29	5	66	69	144	1	0	0	1	0	0
417.12	5	67	70	101	-1	1	0	0	0	0
423.44	5	68	71	146	1	0	0	1	0	0
433.84	5	69	72	107	-1	1	0	0	0	0
455.42	5	70	75	124	1	0	1	0	0	0
458.74	5	71	76	150	-1	0	0	1	0	0
466.9	5	72	78	108	1	1	0	0	0	0
471.23	5	73	79	130	1	0	1	0	0	0
475.06	5	74	80	148	-1	0	0	1	0	0
479.39	5	75	81	106	1	1	0	0	0	0
484.22	5	76	82	103	-1	1	0	0	0	0
494.51	5	77	83	143	-1	0	0	1	0	0
497.84	5	78	84	106	1	1	0	0	0	0
501.67	5	79	85	104	1	1	0	0	0	0
511.81	5	80	86	108	1	1	0	0	0	0
515.13	5	81	87	125	1	0	1	0	0	0
519.46	5	82	88	127	-1	0	1	0	0	0
523.79	5	83	89	122	1	0	1	0	0	0
528.11	5	84	90	149	-1	0	0	1	0	0
531.94	5	85	91	146	1	0	0	1	0	0
536.27	5	86	92	101	-1	1	0	0	0	0
541.6	5	87	93	147	1	0	0	1	0	0
550.95	5	88	94	167	0	0	0	0	1	0
554.79	5	89	95	164	0	0	0	0	1	0
560.12	5	90	96	161	0	0	0	0	1	0
564.44	5	91	97	162	0	0	0	0	1	0
568.27	5	92	98	61	0	0	0	0	0	1
572.62	5	93	99	61	0	0	0	0	0	1
578.95	5	94	100	61	0	0	0	0	0	1
584.33	5	95	101	61	0	0	0	0	0	1
590.62	5	96	102	61	0	0	0	0	0	1
627.24	5	97	103	167	0	0	0	0	1	0
631.07	5	98	104	168	0	0	0	0	1	0
636.4	5	99	105	165	0	0	0	0	1	0
640.72	5	100	106	170	0	0	0	0	1	0
644.55	5	101	107	106	1	1	0	0	0	0
648.88	5	102	108	107	-1	1	0	0	0	0
652.7	5	103	109	101	-1	1	0	0	0	0
662.72	5	104	110	108	1	1	0	0	0	0
673.37	5	105	112	150	-1	0	0	1	0	0
685.51	5	106	113	124	1	0	1	0	0	0
689.34	5	107	114	130	1	0	1	0	0	0
700.04	5	108	115	110	-1	1	0	0	0	0
709.01	5	109	116	141	-1	0	0	1	0	0
714.33	5	110	117	123	-1	0	1	0	0	0
722.81	5	111	118	108	1	1	0	0	0	0
726.64	5	112	119	125	1	0	1	0	0	0
730.97	5	113	120	102	-1	1	0	0	0	0
740.47	5	114	121	147	1	0	0	1	0	0
749.13	5	115	123	148	-1	0	0	1	0	0
762.11	5	116	124	147	1	0	0	1	0	0
765.94	5	117	125	103	-1	1	0	0	0	0
770.27	5	118	126	149	-1	0	0	1	0	0
781.14	5	119	127	105	1	1	0	0	0	0
785.47	5	120	128	127	-1	0	1	0	0	0
791.8	5	121	129	145	1	0	0	1	0	0
799.96	5	122	131	129	1	0	1	0	0	0
805.79	5	123	132	122	1	0	1	0	0	0
809.62	5	124	133	121	1	0	1	0	0	0
812.95	5	125	134	101	-1	1	0	0	0	0
818.28	5	126	135	143	-1	0	0	1	0	0
822.61	5	127	136	106	1	1	0	0	0	0
826.93	5	128	137	142	1	0	0	1	0	0
830.76	5	129	138	146	1	0	0	1	0	0
834.09	5	130	139	104	1	1	0	0	0	0
839.42	5	131	140	129	1	0	1	0	0	0
843.24	5	132	141	124	1	0	1	0	0	0
847.57	5	133	142	144	1	0	0	1	0	0
851.9	5	134	143	146	1	0	0	1	0	0
855.73	5	135	144	145	1	0	0	1	0	0
861.06	5	136	145	127	-1	0	1	0	0	0
870.09	5	137	146	122	1	0	1	0	0	0
877.45	5	138	147	166	0	0	0	0	1	0
881.28	5	139	148	163	0	0	0	0	1	0
886.61	5	140	149	169	0	0	0	0	1	0
890.93	5	141	150	164	0	0	0	0	1	0
894.76	5	142	151	61	0	0	0	0	0	1
900.11	5	143	152	61	0	0	0	0	0	1
904.45	5	144	153	61	0	0	0	0	0	1
910.8	5	145	154	61	0	0	0	0	0	1
915.1	5	146	155	61	0	0	0	0	0	1
