onsets	block	event	eventorig	stimnumber	reward	stimface	stimscene	stimobj	stimscrobj	stimmotion
635.03	5	99	107	102	1	1	0	0	0	0
639.36	5	100	108	108	-1	1	0	0	0	0
643.19	5	101	109	110	-1	1	0	0	0	0
651.08	5	102	110	103	1	1	0	0	0	0
661.73	5	103	112	150	-1	0	0	1	0	0
670.14	5	104	113	125	1	0	1	0	0	0
673.97	5	105	114	129	1	0	1	0	0	0
683.87	5	106	115	109	1	1	0	0	0	0
698.52	5	107	117	121	-1	0	1	0	0	0
704.82	5	108	118	103	1	1	0	0	0	0
708.66	5	109	119	123	1	0	1	0	0	0
712.98	5	110	120	101	-1	1	0	0	0	0
720.71	5	111	121	147	1	0	0	1	0	0
729.37	5	112	123	148	-1	0	0	1	0	0
738.25	5	113	124	147	1	0	0	1	0	0
742.08	5	114	125	105	-1	1	0	0	0	0
746.41	5	115	126	149	-1	0	0	1	0	0
753.61	5	116	127	104	1	1	0	0	0	0
757.95	5	117	128	122	-1	0	1	0	0	0
764.27	5	118	129	145	1	0	0	1	0	0
772.43	5	119	131	126	1	0	1	0	0	0
778.26	5	120	132	130	1	0	1	0	0	0
782.1	5	121	133	128	1	0	1	0	0	0
785.43	5	122	134	110	-1	1	0	0	0	0
790.76	5	123	135	143	-1	0	0	1	0	0
795.08	5	124	136	102	1	1	0	0	0	0
799.41	5	125	137	142	1	0	0	1	0	0
803.24	5	126	138	146	1	0	0	1	0	0
806.57	5	127	139	106	1	1	0	0	0	0
811.9	5	128	140	126	1	0	1	0	0	0
815.72	5	129	141	125	1	0	1	0	0	0
820.05	5	130	142	144	1	0	0	1	0	0
824.38	5	131	143	146	1	0	0	1	0	0
828.2	5	132	144	145	1	0	0	1	0	0
833.53	5	133	145	122	-1	0	1	0	0	0
842.98	5	134	146	130	1	0	1	0	0	0
852.11	5	135	147	166	0	0	0	0	1	0
855.94	5	136	148	163	0	0	0	0	1	0
861.27	5	137	149	169	0	0	0	0	1	0
865.59	5	138	150	164	0	0	0	0	1	0
869.42	5	139	151	61	0	0	0	0	0	1
874.71	5	140	152	61	0	0	0	0	0	1
879	5	141	153	61	0	0	0	0	0	1
885.38	5	142	154	61	0	0	0	0	0	1
889.69	5	143	155	61	0	0	0	0	0	1
