onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0307	4	1	9	1	0.5	-1	1	0	0
18.317	4	2	9	1	0.5	-1	0	0	0
28.48	4	3	9	1	0.5	-1	0	1	0
39.554	4	4	9	1	0.5	-1	0	0	0
44.952	4	5	9	1	0.5	-1	0	0	0
59.986	4	6	10	1	0.5	-1	0	1	0
72.513	4	7	10	1	0.5	-1	0	0	0
86.622	4	8	10	1	0.5	-1	1	0	0
97.696	4	9	10	1	0.5	-1	0	0	0
103.41	4	10	10	1	0.5	-1	0	0	0
118.44	4	11	7	4	-0.375	1	0	0	1
135.06	4	12	7	4	-0.375	1	0	0	0
149.26	4	13	7	4	-0.375	1	0	1	0
160.12	4	14	7	4	-0.375	1	0	0	0
165.35	4	15	7	4	-0.375	1	0	0	0
180.38	4	16	8	4	-0.375	1	0	1	0
196.42	4	17	8	4	-0.375	1	0	0	0
206.35	4	18	8	4	-0.375	1	1	0	0
217.25	4	19	8	4	-0.375	1	0	0	0
222.31	4	20	8	4	-0.375	1	0	0	0
237.35	4	21	9	2	0	0	1	0	0
253.3	4	22	9	2	0	0	0	0	0
263.17	4	23	9	2	0	0	0	0	1
274.13	4	24	9	2	0	0	0	0	0
279.49	4	25	9	2	0	0	0	0	0
294.53	4	26	10	2	0	0	0	1	0
306.85	4	27	10	2	0	0	0	0	0
320.56	4	28	10	2	0	0	0	0	1
331.22	4	29	10	2	0	0	0	0	0
336.54	4	30	10	2	0	0	0	0	0
351.57	4	31	9	3	0	0	1	0	0
367.8	4	32	9	3	0	0	0	0	0
377.71	4	33	9	3	0	0	0	1	0
388.67	4	34	9	3	0	0	0	0	0
394.05	4	35	9	3	0	0	0	0	0
409.09	4	36	10	3	0	0	0	1	0
421.23	4	37	10	3	0	0	0	0	0
435.11	4	38	10	3	0	0	1	0	0
446.2	4	39	10	3	0	0	0	0	0
451.85	4	40	10	3	0	0	0	0	0
466.88	4	41	9	4	0	0	1	0	0
482.84	4	42	9	4	0	0	0	0	0
493.71	4	43	9	4	0	0	0	1	0
504.51	4	44	9	4	0	0	0	0	0
510.67	4	45	9	4	0	0	0	0	0
525.7	4	46	10	4	0	0	0	1	0
537.76	4	47	10	4	0	0	0	0	0
551.59	4	48	10	4	0	0	0	0	1
562.52	4	49	10	4	0	0	0	0	0
567.83	4	50	10	4	0	0	0	0	0
