onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0193	3	1	7	1	0.5	1	0	0	1
19.947	3	2	7	1	0.5	1	0	0	0
36.609	3	3	7	1	0.5	1	1	0	0
47.882	3	4	7	1	0.5	1	0	0	0
53.098	3	5	7	1	0.5	1	0	0	0
69.138	3	6	8	1	0.5	-1	0	1	0
88.484	3	7	8	1	0.5	-1	0	0	0
101.93	3	8	8	1	0.5	-1	1	0	0
113.19	3	9	8	1	0.5	-1	0	0	0
118.82	3	10	8	1	0.5	-1	0	0	0
134.86	3	11	6	3	-0.25	1	0	1	0
149.66	3	12	6	3	-0.25	1	0	0	0
161.73	3	13	6	3	-0.25	1	1	0	0
173.47	3	14	6	3	-0.25	1	0	0	0
179.98	3	15	6	3	-0.25	1	0	0	0
196.02	3	16	5	3	-0.25	1	1	0	0
215.51	3	17	5	3	-0.25	1	0	0	0
232.22	3	18	5	3	-0.25	1	0	1	0
244.52	3	19	5	3	-0.25	1	0	0	0
249.66	3	20	5	3	-0.25	1	0	0	0
265.7	3	21	8	2	0	1	0	1	0
286.98	3	22	8	2	0	1	0	0	0
298.44	3	23	8	2	0	1	0	0	1
309.38	3	24	8	2	0	1	0	0	0
314.63	3	25	8	2	0	1	0	0	0
330.67	3	26	7	2	0	1	0	0	1
349.04	3	27	7	2	0	1	0	0	0
365.28	3	28	7	2	0	1	1	0	0
376.64	3	29	7	2	0	1	0	0	0
386.86	3	30	7	2	0	1	0	0	0
402.9	3	31	8	3	-0.25	1	0	1	0
421.6	3	32	8	3	-0.25	1	0	0	0
433.46	3	33	8	3	-0.25	1	0	0	1
444.46	3	34	8	3	-0.25	1	0	0	0
450.29	3	35	8	3	-0.25	1	0	0	0
466.33	3	36	7	3	-0.25	1	0	0	1
484.14	3	37	7	3	-0.25	1	0	0	0
500.82	3	38	7	3	-0.25	1	1	0	0
512.4	3	39	7	3	-0.25	1	0	0	0
518.68	3	40	7	3	-0.25	1	0	0	0
534.72	3	41	5	4	-0.375	1	1	0	0
555.06	3	42	5	4	-0.375	1	0	0	0
572.59	3	43	5	4	-0.375	1	0	1	0
585.92	3	44	5	4	-0.375	1	0	0	0
592.39	3	45	5	4	-0.375	1	0	0	0
608.43	3	46	6	4	-0.375	1	0	1	0
621.83	3	47	6	4	-0.375	1	0	0	0
633.71	3	48	6	4	-0.375	1	1	0	0
645.04	3	49	6	4	-0.375	1	0	0	0
652.08	3	50	6	4	-0.375	1	0	0	0
