onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0212	3	1	7	1	0.5	1	0	0	1
22.734	3	2	7	1	0.5	1	0	0	0
42.281	3	3	7	1	0.5	1	0	1	0
53.886	3	4	7	1	0.5	1	0	0	0
58.897	3	5	7	1	0.5	1	0	0	0
75.936	3	6	8	1	0.5	-1	0	1	0
96.924	3	7	8	1	0.5	-1	0	0	0
110.97	3	8	8	1	0.5	-1	0	0	1
122.07	3	9	8	1	0.5	-1	0	0	0
127.92	3	10	8	1	0.5	-1	0	0	0
144.98	3	11	6	3	-0.25	1	0	0	1
160.22	3	12	6	3	-0.25	1	0	0	0
174.4	3	13	6	3	-0.25	1	0	1	0
186.18	3	14	6	3	-0.25	1	0	0	0
190.96	3	15	6	3	-0.25	1	0	0	0
208	3	16	5	3	-0.25	1	1	0	0
228.81	3	17	5	3	-0.25	1	0	0	0
248.09	3	18	5	3	-0.25	1	0	0	1
259.18	3	19	5	3	-0.25	1	0	0	0
264.11	3	20	5	3	-0.25	1	0	0	0
281.15	3	21	8	2	0	1	0	1	0
302.57	3	22	8	2	0	1	0	0	0
316.3	3	23	8	2	0	1	1	0	0
327.98	3	24	8	2	0	1	0	0	0
333.09	3	25	8	2	0	1	0	0	0
350.13	3	26	7	2	0	1	0	0	1
370.67	3	27	7	2	0	1	0	0	0
390.05	3	28	7	2	0	1	0	1	0
401.31	3	29	7	2	0	1	0	0	0
407.05	3	30	7	2	0	1	0	0	0
424.09	3	31	8	3	-0.25	1	0	1	0
445.58	3	32	8	3	-0.25	1	0	0	0
459.34	3	33	8	3	-0.25	1	1	0	0
470.63	3	34	8	3	-0.25	1	0	0	0
476.48	3	35	8	3	-0.25	1	0	0	0
493.53	3	36	7	3	-0.25	1	0	0	1
514.05	3	37	7	3	-0.25	1	0	0	0
533	3	38	7	3	-0.25	1	0	1	0
544.29	3	39	7	3	-0.25	1	0	0	0
549.33	3	40	7	3	-0.25	1	0	0	0
566.37	3	41	5	4	-0.375	1	1	0	0
587.26	3	42	5	4	-0.375	1	0	0	0
606.01	3	43	5	4	-0.375	1	0	0	1
617.15	3	44	5	4	-0.375	1	0	0	0
622.05	3	45	5	4	-0.375	1	0	0	0
639.09	3	46	6	4	-0.375	1	0	0	1
655.13	3	47	6	4	-0.375	1	0	0	0
668.96	3	48	6	4	-0.375	1	0	1	0
680.43	3	49	6	4	-0.375	1	0	0	0
685.91	3	50	6	4	-0.375	1	0	0	0
