onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0244	3	1	7	1	0.5	1	0	0	1
22.19	3	2	7	1	0.5	1	0	0	0
38.553	3	3	7	1	0.5	1	1	0	0
50.424	3	4	7	1	0.5	1	0	0	0
56.684	3	5	7	1	0.5	1	0	0	0
72.725	3	6	8	1	0.5	-1	0	1	0
91.705	3	7	8	1	0.5	-1	0	0	0
103.38	3	8	8	1	0.5	-1	1	0	0
114.37	3	9	8	1	0.5	-1	0	0	0
120.59	3	10	8	1	0.5	-1	0	0	0
136.64	3	11	6	3	-0.25	1	0	1	0
149.91	3	12	6	3	-0.25	1	0	0	0
162.56	3	13	6	3	-0.25	1	1	0	0
173.82	3	14	6	3	-0.25	1	0	0	0
180.79	3	15	6	3	-0.25	1	0	0	0
196.83	3	16	5	3	-0.25	1	1	0	0
215.48	3	17	5	3	-0.25	1	0	0	0
232.44	3	18	5	3	-0.25	1	0	1	0
243.72	3	19	5	3	-0.25	1	0	0	0
250.19	3	20	5	3	-0.25	1	0	0	0
266.23	3	21	8	2	0	1	0	1	0
284.6	3	22	8	2	0	1	0	0	0
296.5	3	23	8	2	0	1	0	0	1
307.66	3	24	8	2	0	1	0	0	0
313.44	3	25	8	2	0	1	0	0	0
329.48	3	26	7	2	0	-1	0	0	1
347.6	3	27	7	2	0	-1	0	0	0
364.34	3	28	7	2	0	-1	0	1	0
375.67	3	29	7	2	0	-1	0	0	0
382.44	3	30	7	2	0	-1	0	0	0
398.48	3	31	8	3	-0.25	-1	0	1	0
419.9	3	32	8	3	-0.25	-1	0	0	0
431.06	3	33	8	3	-0.25	-1	1	0	0
442.15	3	34	8	3	-0.25	-1	0	0	0
447.88	3	35	8	3	-0.25	-1	0	0	0
463.92	3	36	7	3	-0.25	1	0	0	1
481.95	3	37	7	3	-0.25	1	0	0	0
499.04	3	38	7	3	-0.25	1	1	0	0
510.25	3	39	7	3	-0.25	1	0	0	0
517.51	3	40	7	3	-0.25	1	0	0	0
533.55	3	41	5	4	-0.375	1	1	0	0
552.16	3	42	5	4	-0.375	1	0	0	0
569.49	3	43	5	4	-0.375	1	0	1	0
581.69	3	44	5	4	-0.375	1	0	0	0
587.65	3	45	5	4	-0.375	1	0	0	0
603.69	3	46	6	4	-0.375	-1	0	1	0
619.29	3	47	6	4	-0.375	-1	0	0	0
631.36	3	48	6	4	-0.375	-1	0	0	1
642.93	3	49	6	4	-0.375	-1	0	0	0
649.99	3	50	6	4	-0.375	-1	0	0	0
