onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0212	3	1	7	1	0.5	1	1	0	0
21.59	3	2	7	1	0.5	1	0	0	0
39.313	3	3	7	1	0.5	1	0	0	1
51.068	3	4	7	1	0.5	1	0	0	0
57.08	3	5	7	1	0.5	1	0	0	0
73.105	3	6	8	1	0.5	-1	0	1	0
93.245	3	7	8	1	0.5	-1	0	0	0
106.43	3	8	8	1	0.5	-1	0	0	1
118.21	3	9	8	1	0.5	-1	0	0	0
124.04	3	10	8	1	0.5	-1	0	0	0
140.08	3	11	6	3	-0.25	-1	0	1	0
156.28	3	12	6	3	-0.25	-1	0	0	0
169.62	3	13	6	3	-0.25	-1	0	0	1
181.51	3	14	6	3	-0.25	-1	0	0	0
187.61	3	15	6	3	-0.25	-1	0	0	0
203.65	3	16	5	3	-0.25	1	0	0	1
223.02	3	17	5	3	-0.25	1	0	0	0
240.85	3	18	5	3	-0.25	1	0	1	0
252.34	3	19	5	3	-0.25	1	0	0	0
258.02	3	20	5	3	-0.25	1	0	0	0
274.06	3	21	8	2	0	1	0	1	0
294.26	3	22	8	2	0	1	0	0	0
308.06	3	23	8	2	0	1	1	0	0
319.46	3	24	8	2	0	1	0	0	0
324.71	3	25	8	2	0	1	0	0	0
340.76	3	26	7	2	0	1	1	0	0
359.59	3	27	7	2	0	1	0	0	0
376.61	3	28	7	2	0	1	0	0	1
387.85	3	29	7	2	0	1	0	0	0
393.19	3	30	7	2	0	1	0	0	0
409.24	3	31	8	3	-0.25	-1	0	1	0
428.37	3	32	8	3	-0.25	-1	0	0	0
440.69	3	33	8	3	-0.25	-1	0	0	1
451.78	3	34	8	3	-0.25	-1	0	0	0
457.21	3	35	8	3	-0.25	-1	0	0	0
473.25	3	36	7	3	-0.25	1	1	0	0
491.82	3	37	7	3	-0.25	1	0	0	0
509.28	3	38	7	3	-0.25	1	0	0	1
520.34	3	39	7	3	-0.25	1	0	0	0
525.93	3	40	7	3	-0.25	1	0	0	0
541.97	3	41	5	4	-0.375	1	0	0	1
560.81	3	42	5	4	-0.375	1	0	0	0
578.23	3	43	5	4	-0.375	1	0	1	0
589.47	3	44	5	4	-0.375	1	0	0	0
594.77	3	45	5	4	-0.375	1	0	0	0
610.81	3	46	6	4	-0.375	-1	0	1	0
625.1	3	47	6	4	-0.375	-1	0	0	0
637.18	3	48	6	4	-0.375	-1	0	0	1
648.49	3	49	6	4	-0.375	-1	0	0	0
654.54	3	50	6	4	-0.375	-1	0	0	0
