onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0187	3	1	7	1	0.5	1	0	0	1
18.504	3	2	7	1	0.5	1	0	0	0
34.238	3	3	7	1	0.5	1	1	0	0
44.964	3	4	7	1	0.5	1	0	0	0
50.014	3	5	7	1	0.5	1	0	0	0
66.055	3	6	8	1	0.5	-1	0	1	0
84.024	3	7	8	1	0.5	-1	0	0	0
94.751	3	8	8	1	0.5	-1	1	0	0
105.43	3	9	8	1	0.5	-1	0	0	0
110.78	3	10	8	1	0.5	-1	0	0	0
126.82	3	11	6	3	-0.25	1	0	1	0
139.81	3	12	6	3	-0.25	1	0	0	0
151.12	3	13	6	3	-0.25	1	1	0	0
161.65	3	14	6	3	-0.25	1	0	0	0
167.06	3	15	6	3	-0.25	1	0	0	0
183.1	3	16	5	3	-0.25	1	1	0	0
200.72	3	17	5	3	-0.25	1	0	0	0
216.95	3	18	5	3	-0.25	1	0	1	0
227.71	3	19	5	3	-0.25	1	0	0	0
232.76	3	20	5	3	-0.25	1	0	0	0
248.8	3	21	8	2	0	-1	0	1	0
266.31	3	22	8	2	0	-1	0	0	0
277.07	3	23	8	2	0	-1	1	0	0
288.06	3	24	8	2	0	-1	0	0	0
293.43	3	25	8	2	0	-1	0	0	0
309.47	3	26	7	2	0	1	0	0	1
327.04	3	27	7	2	0	1	0	0	0
342.54	3	28	7	2	0	1	1	0	0
353.27	3	29	7	2	0	1	0	0	0
358.73	3	30	7	2	0	1	0	0	0
374.77	3	31	8	3	-0.25	1	0	1	0
392.23	3	32	8	3	-0.25	1	0	0	0
403.4	3	33	8	3	-0.25	1	0	0	1
414.28	3	34	8	3	-0.25	1	0	0	0
419.34	3	35	8	3	-0.25	1	0	0	0
435.38	3	36	7	3	-0.25	1	0	0	1
453.12	3	37	7	3	-0.25	1	0	0	0
468.49	3	38	7	3	-0.25	1	1	0	0
479.3	3	39	7	3	-0.25	1	0	0	0
485.23	3	40	7	3	-0.25	1	0	0	0
501.27	3	41	5	4	-0.375	1	1	0	0
519.6	3	42	5	4	-0.375	1	0	0	0
536.03	3	43	5	4	-0.375	1	0	1	0
546.81	3	44	5	4	-0.375	1	0	0	0
551.91	3	45	5	4	-0.375	1	0	0	0
567.95	3	46	6	4	-0.375	1	0	1	0
581.36	3	47	6	4	-0.375	1	0	0	0
592.81	3	48	6	4	-0.375	1	1	0	0
603.69	3	49	6	4	-0.375	1	0	0	0
608.76	3	50	6	4	-0.375	1	0	0	0
