onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0214	3	1	7	1	0.5	1	0	0	1
17.893	3	2	7	1	0.5	1	0	0	0
32.815	3	3	7	1	0.5	1	0	1	0
43.922	3	4	7	1	0.5	1	0	0	0
50.034	3	5	7	1	0.5	1	0	0	0
65.068	3	6	8	1	0.5	-1	0	1	0
81.689	3	7	8	1	0.5	-1	0	0	0
92.084	3	8	8	1	0.5	-1	0	0	1
102.73	3	9	8	1	0.5	-1	0	0	0
108.74	3	10	8	1	0.5	-1	0	0	0
123.77	3	11	6	3	-0.25	-1	0	0	1
135.92	3	12	6	3	-0.25	-1	0	0	0
145.93	3	13	6	3	-0.25	-1	1	0	0
157.09	3	14	6	3	-0.25	-1	0	0	0
162.94	3	15	6	3	-0.25	-1	0	0	0
177.97	3	16	5	3	-0.25	-1	1	0	0
194.64	3	17	5	3	-0.25	-1	0	0	0
209.4	3	18	5	3	-0.25	-1	0	1	0
220.39	3	19	5	3	-0.25	-1	0	0	0
226.18	3	20	5	3	-0.25	-1	0	0	0
241.22	3	21	8	2	0	-1	0	1	0
262.27	3	22	8	2	0	-1	0	0	0
272.43	3	23	8	2	0	-1	0	0	1
283.51	3	24	8	2	0	-1	0	0	0
289.3	3	25	8	2	0	-1	0	0	0
304.33	3	26	7	2	0	1	0	0	1
320.34	3	27	7	2	0	1	0	0	0
334.9	3	28	7	2	0	1	0	1	0
346.07	3	29	7	2	0	1	0	0	0
352.29	3	30	7	2	0	1	0	0	0
367.32	3	31	8	3	-0.25	1	0	1	0
383.11	3	32	8	3	-0.25	1	0	0	0
394.07	3	33	8	3	-0.25	1	1	0	0
405.29	3	34	8	3	-0.25	1	0	0	0
411.54	3	35	8	3	-0.25	1	0	0	0
426.57	3	36	7	3	-0.25	1	0	0	1
442.76	3	37	7	3	-0.25	1	0	0	0
456.97	3	38	7	3	-0.25	1	0	1	0
467.83	3	39	7	3	-0.25	1	0	0	0
473.76	3	40	7	3	-0.25	1	0	0	0
488.79	3	41	5	4	-0.375	1	1	0	0
505.38	3	42	5	4	-0.375	1	0	0	0
519.66	3	43	5	4	-0.375	1	0	0	1
530.75	3	44	5	4	-0.375	1	0	0	0
536.46	3	45	5	4	-0.375	1	0	0	0
551.49	3	46	6	4	-0.375	1	0	0	1
563.71	3	47	6	4	-0.375	1	0	0	0
573.89	3	48	6	4	-0.375	1	0	1	0
584.43	3	49	6	4	-0.375	1	0	0	0
589.81	3	50	6	4	-0.375	1	0	0	0
