onsets	block	event	eventorig	stimnumber	reward	stimface	stimscene	stimobj	stimscrobj	stimmotion
420.25	5	65	70	109	-1	1	0	0	0	0
426.57	5	66	71	146	1	0	0	1	0	0
435.23	5	67	72	107	-1	1	0	0	0	0
448.74	5	68	74	122	-1	0	1	0	0	0
453.57	5	69	75	123	1	0	1	0	0	0
456.89	5	70	76	150	-1	0	0	1	0	0
461.23	5	71	77	125	-1	0	1	0	0	0
476.77	5	72	78	102	1	1	0	0	0	0
481.1	5	73	79	127	1	0	1	0	0	0
484.93	5	74	80	148	-1	0	0	1	0	0
489.26	5	75	81	101	1	1	0	0	0	0
494.09	5	76	82	104	-1	1	0	0	0	0
502.79	5	77	83	143	-1	0	0	1	0	0
506.12	5	78	84	101	1	1	0	0	0	0
509.95	5	79	85	105	1	1	0	0	0	0
519.49	5	80	86	102	1	1	0	0	0	0
522.81	5	81	87	121	1	0	1	0	0	0
527.15	5	82	88	130	-1	0	1	0	0	0
531.47	5	83	89	128	1	0	1	0	0	0
535.8	5	84	90	149	-1	0	0	1	0	0
539.63	5	85	91	146	1	0	0	1	0	0
543.96	5	86	92	109	-1	1	0	0	0	0
549.28	5	87	93	147	1	0	0	1	0	0
559.52	5	88	94	167	0	0	0	0	1	0
563.35	5	89	95	164	0	0	0	0	1	0
568.68	5	90	96	161	0	0	0	0	1	0
573	5	91	97	162	0	0	0	0	1	0
576.83	5	92	98	61	0	0	0	0	0	1
581.1	5	93	99	61	0	0	0	0	0	1
587.4	5	94	100	61	0	0	0	0	0	1
592.76	5	95	101	61	0	0	0	0	0	1
599.02	5	96	102	61	0	0	0	0	0	1
639.43	5	97	103	167	0	0	0	0	1	0
643.26	5	98	104	168	0	0	0	0	1	0
648.59	5	99	105	165	0	0	0	0	1	0
652.94	5	100	106	170	0	0	0	0	1	0
656.77	5	101	107	101	1	1	0	0	0	0
661.11	5	102	108	107	-1	1	0	0	0	0
664.95	5	103	109	109	-1	1	0	0	0	0
674.33	5	104	110	102	1	1	0	0	0	0
678.66	5	105	111	125	-1	0	1	0	0	0
684.99	5	106	112	150	-1	0	0	1	0	0
696.05	5	107	113	123	1	0	1	0	0	0
699.88	5	108	114	127	1	0	1	0	0	0
710.36	5	109	115	108	1	1	0	0	0	0
723.33	5	110	117	129	-1	0	1	0	0	0
733.68	5	111	118	102	1	1	0	0	0	0
737.51	5	112	119	121	1	0	1	0	0	0
741.84	5	113	120	110	-1	1	0	0	0	0
750.52	5	114	121	147	1	0	0	1	0	0
759.19	5	115	123	148	-1	0	0	1	0	0
767.64	5	116	124	147	1	0	0	1	0	0
771.47	5	117	125	104	-1	1	0	0	0	0
775.8	5	118	126	149	-1	0	0	1	0	0
787.4	5	119	128	130	-1	0	1	0	0	0
793.73	5	120	129	145	1	0	0	1	0	0
798.06	5	121	130	122	-1	0	1	0	0	0
801.89	5	122	131	124	1	0	1	0	0	0
807.72	5	123	132	128	1	0	1	0	0	0
811.55	5	124	133	126	1	0	1	0	0	0
814.88	5	125	134	109	-1	1	0	0	0	0
820.22	5	126	135	143	-1	0	0	1	0	0
824.54	5	127	136	101	1	1	0	0	0	0
828.87	5	128	137	142	1	0	0	1	0	0
832.69	5	129	138	146	1	0	0	1	0	0
836.02	5	130	139	105	1	1	0	0	0	0
841.36	5	131	140	124	1	0	1	0	0	0
845.18	5	132	141	123	1	0	1	0	0	0
849.51	5	133	142	144	1	0	0	1	0	0
853.83	5	134	143	146	1	0	0	1	0	0
857.66	5	135	144	145	1	0	0	1	0	0
862.99	5	136	145	130	-1	0	1	0	0	0
872.63	5	137	146	128	1	0	1	0	0	0
881.05	5	138	147	166	0	0	0	0	1	0
884.88	5	139	148	163	0	0	0	0	1	0
890.21	5	140	149	169	0	0	0	0	1	0
894.54	5	141	150	164	0	0	0	0	1	0
898.36	5	142	151	61	0	0	0	0	0	1
903.75	5	143	152	61	0	0	0	0	0	1
908.09	5	144	153	61	0	0	0	0	0	1
914.39	5	145	154	61	0	0	0	0	0	1
918.72	5	146	155	61	0	0	0	0	0	1
