onsets	block	event	eventorig	stimnumber	reward	stimface	stimscene	stimobj	stimscrobj	stimmotion
0.079689	5	1	1	130	1	0	1	0	0	0
4.4371	5	2	2	149	-1	0	0	1	0	0
8.264	5	3	3	146	1	0	0	1	0	0
12.594	5	4	4	142	1	0	0	1	0	0
24.081	5	5	5	102	1	1	0	0	0	0
28.41	5	6	6	110	-1	1	0	0	0	0
34.737	5	7	7	147	1	0	0	1	0	0
38.57	5	8	8	106	1	1	0	0	0	0
43.9	5	9	9	102	1	1	0	0	0	0
57.235	5	10	10	148	-1	0	0	1	0	0
61.568	5	11	11	122	-1	0	1	0	0	0
65.895	5	12	12	128	1	0	1	0	0	0
69.721	5	13	13	105	-1	1	0	0	0	0
75.551	5	14	14	103	1	1	0	0	0	0
79.387	5	15	15	122	-1	0	1	0	0	0
83.716	5	16	16	104	1	1	0	0	0	0
96.163	5	17	17	126	1	0	1	0	0	0
100.49	5	18	18	109	1	1	0	0	0	0
104.32	5	19	19	110	-1	1	0	0	0	0
114.98	5	20	21	145	1	0	0	1	0	0
118.31	5	21	22	121	-1	0	1	0	0	0
122.64	5	22	23	103	1	1	0	0	0	0
132.26	5	23	24	127	-1	0	1	0	0	0
136.09	5	24	25	125	1	0	1	0	0	0
140.42	5	25	26	126	1	0	1	0	0	0
144.24	5	26	27	101	-1	1	0	0	0	0
148.57	5	27	28	146	1	0	0	1	0	0
154.9	5	28	29	108	-1	1	0	0	0	0
162.57	5	29	31	150	-1	0	0	1	0	0
166.39	5	30	32	125	1	0	1	0	0	0
177.22	5	31	33	144	1	0	0	1	0	0
187.96	5	32	34	145	1	0	0	1	0	0
194.29	5	33	35	129	1	0	1	0	0	0
199.12	5	34	36	143	-1	0	0	1	0	0
208.75	5	35	37	147	1	0	0	1	0	0
216.91	5	36	39	123	1	0	1	0	0	0
229.07	5	37	40	130	1	0	1	0	0	0
233.41	5	38	41	161	0	0	0	0	1	0
237.23	5	39	42	169	0	0	0	0	1	0
242.56	5	40	43	168	0	0	0	0	1	0
