onsets	block	event	eventorig	stimnumber	reward	stimface	stimscene	stimobj	stimscrobj	stimmotion
0.081923	5	1	1	130	1	0	1	0	0	0
4.4399	5	2	2	149	-1	0	0	1	0	0
8.2662	5	3	3	146	1	0	0	1	0	0
12.596	5	4	4	142	1	0	0	1	0	0
27.266	5	5	5	102	1	1	0	0	0	0
31.595	5	6	6	110	-1	1	0	0	0	0
37.922	5	7	7	147	1	0	0	1	0	0
41.755	5	8	8	106	1	1	0	0	0	0
47.085	5	9	9	102	1	1	0	0	0	0
54.818	5	10	10	148	-1	0	0	1	0	0
59.149	5	11	11	122	-1	0	1	0	0	0
63.477	5	12	12	128	1	0	1	0	0	0
67.304	5	13	13	105	-1	1	0	0	0	0
73.133	5	14	14	103	1	1	0	0	0	0
76.969	5	15	15	122	-1	0	1	0	0	0
81.299	5	16	16	104	1	1	0	0	0	0
89.749	5	17	17	126	1	0	1	0	0	0
94.083	5	18	18	109	1	1	0	0	0	0
97.908	5	19	19	110	-1	1	0	0	0	0
108.56	5	20	21	145	1	0	0	1	0	0
111.9	5	21	22	121	-1	0	1	0	0	0
116.23	5	22	23	103	1	1	0	0	0	0
123.83	5	23	24	127	-1	0	1	0	0	0
127.65	5	24	25	125	1	0	1	0	0	0
131.98	5	25	26	126	1	0	1	0	0	0
135.81	5	26	27	101	-1	1	0	0	0	0
140.14	5	27	28	146	1	0	0	1	0	0
146.46	5	28	29	108	-1	1	0	0	0	0
154.13	5	29	31	150	-1	0	0	1	0	0
157.96	5	30	32	125	1	0	1	0	0	0
168.02	5	31	33	144	1	0	0	1	0	0
174.38	5	32	34	145	1	0	0	1	0	0
180.72	5	33	35	129	1	0	1	0	0	0
185.55	5	34	36	143	-1	0	0	1	0	0
199.81	5	35	37	147	1	0	0	1	0	0
207.96	5	36	39	123	1	0	1	0	0	0
215.5	5	37	40	130	1	0	1	0	0	0
219.83	5	38	41	161	0	0	0	0	1	0
223.66	5	39	42	169	0	0	0	0	1	0
228.99	5	40	43	168	0	0	0	0	1	0
233.31	5	41	44	165	0	0	0	0	1	0
237.14	5	42	45	61	0	0	0	0	0	1
242.45	5	43	46	61	0	0	0	0	0	1
246.83	5	44	47	61	0	0	0	0	0	1
253.23	5	45	48	61	0	0	0	0	0	1
257.53	5	46	49	61	0	0	0	0	0	1
295.13	5	47	50	170	0	0	0	0	1	0
298.96	5	48	51	162	0	0	0	0	1	0
304.29	5	49	52	166	0	0	0	0	1	0
308.61	5	50	53	163	0	0	0	0	1	0
312.44	5	51	54	109	1	1	0	0	0	0
316.77	5	52	55	126	1	0	1	0	0	0
320.6	5	53	56	121	-1	0	1	0	0	0
324.93	5	54	57	101	-1	1	0	0	0	0
330.75	5	55	58	147	1	0	0	1	0	0
337.09	5	56	59	145	1	0	0	1	0	0
348.04	5	57	60	122	-1	0	1	0	0	0
351.86	5	58	61	126	1	0	1	0	0	0
362.5	5	59	62	104	1	1	0	0	0	0
365.82	5	60	63	128	1	0	1	0	0	0
375.94	5	61	64	145	1	0	0	1	0	0
383.1	5	62	66	130	1	0	1	0	0	0
387.43	5	63	67	142	1	0	0	1	0	0
393.75	5	64	68	125	1	0	1	0	0	0
398.09	5	65	69	144	1	0	0	1	0	0
402.91	5	66	70	110	-1	1	0	0	0	0
409.24	5	67	71	146	1	0	0	1	0	0
418.18	5	68	72	108	-1	1	0	0	0	0
441.06	5	69	75	125	1	0	1	0	0	0
444.39	5	70	76	150	-1	0	0	1	0	0
448.72	5	71	77	127	-1	0	1	0	0	0
456.59	5	72	78	103	1	1	0	0	0	0
460.92	5	73	79	129	1	0	1	0	0	0
464.75	5	74	80	148	-1	0	0	1	0	0
469.08	5	75	81	102	1	1	0	0	0	0
473.91	5	76	82	105	-1	1	0	0	0	0
482.64	5	77	83	143	-1	0	0	1	0	0
485.97	5	78	84	102	1	1	0	0	0	0
489.8	5	79	85	106	1	1	0	0	0	0
498.56	5	80	86	103	1	1	0	0	0	0
501.88	5	81	87	123	1	0	1	0	0	0
506.21	5	82	88	122	-1	0	1	0	0	0
510.54	5	83	89	130	1	0	1	0	0	0
514.87	5	84	90	149	-1	0	0	1	0	0
518.7	5	85	91	146	1	0	0	1	0	0
523.03	5	86	92	110	-1	1	0	0	0	0
528.35	5	87	93	147	1	0	0	1	0	0
534.92	5	88	94	167	0	0	0	0	1	0
538.76	5	89	95	164	0	0	0	0	1	0
544.09	5	90	96	161	0	0	0	0	1	0
548.41	5	91	97	162	0	0	0	0	1	0
552.24	5	92	98	61	0	0	0	0	0	1
556.58	5	93	99	61	0	0	0	0	0	1
562.92	5	94	100	61	0	0	0	0	0	1
568.3	5	95	101	61	0	0	0	0	0	1
574.62	5	96	102	61	0	0	0	0	0	1
609.25	5	97	103	167	0	0	0	0	1	0
613.08	5	98	104	168	0	0	0	0	1	0
618.41	5	99	105	165	0	0	0	0	1	0
622.73	5	100	106	170	0	0	0	0	1	0
626.56	5	101	107	102	1	1	0	0	0	0
630.89	5	102	108	108	-1	1	0	0	0	0
634.71	5	103	109	110	-1	1	0	0	0	0
643.97	5	104	110	103	1	1	0	0	0	0
648.3	5	105	111	127	-1	0	1	0	0	0
654.62	5	106	112	150	-1	0	0	1	0	0
663.68	5	107	113	125	1	0	1	0	0	0
667.51	5	108	114	129	1	0	1	0	0	0
677.33	5	109	115	109	1	1	0	0	0	0
693.43	5	110	117	121	-1	0	1	0	0	0
702.62	5	111	118	103	1	1	0	0	0	0
706.45	5	112	119	123	1	0	1	0	0	0
710.78	5	113	120	101	-1	1	0	0	0	0
718.27	5	114	121	147	1	0	0	1	0	0
726.93	5	115	123	148	-1	0	0	1	0	0
741.35	5	116	124	147	1	0	0	1	0	0
745.18	5	117	125	105	-1	1	0	0	0	0
749.51	5	118	126	149	-1	0	0	1	0	0
756.35	5	119	127	104	1	1	0	0	0	0
760.68	5	120	128	122	-1	0	1	0	0	0
767.01	5	121	129	145	1	0	0	1	0	0
775.17	5	122	131	126	1	0	1	0	0	0
781	5	123	132	130	1	0	1	0	0	0
784.84	5	124	133	128	1	0	1	0	0	0
788.17	5	125	134	110	-1	1	0	0	0	0
793.5	5	126	135	143	-1	0	0	1	0	0
797.82	5	127	136	102	1	1	0	0	0	0
802.15	5	128	137	142	1	0	0	1	0	0
805.97	5	129	138	146	1	0	0	1	0	0
809.3	5	130	139	106	1	1	0	0	0	0
814.64	5	131	140	126	1	0	1	0	0	0
818.46	5	132	141	125	1	0	1	0	0	0
822.79	5	133	142	144	1	0	0	1	0	0
827.12	5	134	143	146	1	0	0	1	0	0
830.94	5	135	144	145	1	0	0	1	0	0
836.27	5	136	145	122	-1	0	1	0	0	0
843.96	5	137	146	130	1	0	1	0	0	0
851.17	5	138	147	166	0	0	0	0	1	0
855	5	139	148	163	0	0	0	0	1	0
860.33	5	140	149	169	0	0	0	0	1	0
864.65	5	141	150	164	0	0	0	0	1	0
868.48	5	142	151	61	0	0	0	0	0	1
873.87	5	143	152	61	0	0	0	0	0	1
878.21	5	144	153	61	0	0	0	0	0	1
884.63	5	145	154	61	0	0	0	0	0	1
888.97	5	146	155	61	0	0	0	0	0	1
